MolName,Density,SMILES
XOLBEF,1.3334,COC(c1ccccn1)(c1ccccn1)c1cccc(C(OC)(c2ccccn2)c2ccccn2)n1
XOLCAC,1.3011,CC1=C/C(=C/C23C(=O)OC4(C)CCC2CC43)NC1=O
XOLCIN,1.1645,Oc1ccccc1/C=N/C1CCC(CC2CCC(/N=C/c3ccccc3O)CC2)CC1
XOLFAG,1.2733,O=C(Nc1ccccc1)n1c(-c2ccccc2)cc2ccccc21
XOLGIP,1.4641,NC(=O)N/C=C1\CCOC1=O
XOLGUD,1.5058,COC(=O)C/C(=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)OC
XOLJAM,1.4688,O=C1C([N+](=O)[O-])=CC=C/C1=C/NCc1ccco1
XOLLUI,1.2453,C#CCN1C(=O)N(CC#C)C(c2ccccc2)(c2ccccc2)C1=O
XOLNES,1.2631,Cn1c(=O)c2c(c3ccccc31)C=CC(C(O)c1ccccc1)C2
XOLROH,1.2502,CCCn1cc2c(c1-c1ccccc1)C(=O)CC2
XOLRUN,1.363,O=[N+]([O-])c1ccc(C2Nc3ccccc3-c3nc4ccccc4n32)cc1
XOLXOL,1.2131,CC1(C)OCC(Cc2ccccc2)N1C(=O)c1cccnc1
XOMJAN,1.274,CC(=O)C1=Cc2c(C)c3ccccc3n2C2CC(=O)CC1C2C(C)=O
XOMLIV,1.2565,CCNC(=O)NC(c1cccc(OC)c1)C1c2ccccc2C(=O)N1C(=O)NCC
XOMLUH,1.1646,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)C=C(C#N)C(=O)C(C)(C)C5CCC43C)C2C1
XOMRUM,1.1993,CN(C)c1ccnc(-c2ccc(N)cc2NC(=O)C(C)(C)C)c1
XOMSAV,1.2447,Cc1ccc(Cn2c(NC(C)(C)C)nc3ccccc3c2=O)o1
XOMYAB,1.3294,COC(=O)C(=O)c1ccccc1NC(C)=O
XOMYOP,1.2778,CCC(=O)Nc1ccccc1C(=O)C(=O)N1CCCCC1
XOMYUT,1.0641,COc1ccc2c(c1)C1CC(=O)NC3(CCN(C(C)c4ccccc4)CC13)O2
XONFAH,1.179,COC(=O)C(C)C(=O)N1C(=O)OCC1c1ccccc1
XONFOV,1.2968,Cc1ccc2nc(COc3ccccc3)oc2c1
XONFUB,1.2872,Cc1ccc2oc(COc3ccccc3)nc2c1
XONGAL,1.2284,CCCCOC(=O)/C=C/c1ccc2ccccc2c1-c1cccc2cccnc12
XONKER,1.1836,CCC(C)C(=O)NC1CCC(=O)N(CCc2ccccc2)C1=O
XONSUR,1.2494,COC(=O)C(C)(C)NC(=O)C1(NC=O)C2CC3CC(C2)CC1C3
XONTAV,1.2284,C=CCC1CN(C(=O)c2ccccc2)C(c2ccccc2)N(C)C1=O
XONTEZ,1.2468,CN1C(=O)C(C)(C)CN(C(=O)c2ccccc2)C1c1ccccc1
XONTID,1.246,CN1C(=O)C(Cc2ccccc2)CN(C(=O)c2ccccc2)C1c1ccccc1
XONTOJ,1.2344,CC1CN(C(=O)c2ccccc2)C(c2ccccc2)N(C)C1=O
XONTUP,1.2487,CN1C(=O)C(Cc2ccccc2)CN(C(=O)c2ccccc2)C1c1ccccc1
XOPBEM,1.2544,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccccc3)cc2)cc1
XOPCAJ,1.2321,CC(=O)CC1C(C(C)=O)=CC(C(C)=O)=Cc2c(C)c3ccccc3n21
XOPCEN,1.2903,COc1cc(-c2ccc3c(C)c4n(c3c2)C(CC(C)=O)C(C(C)=O)=CC(C(C)=O)=C4)cc(OC)c1OC
XOPDAK,1.1878,CC1([N+](=O)[O-])CN(Cc2ccccc2)CC2CCCCN2C1
XOPDEO,1.4133,CC1(N(CC(=O)[O-])CC(=O)O)CN(CC(=O)O)CC2CCCC[NH+]2C1
XOPKAO,1.333,COC(=O)C1CC(C(N)=O)C(COC(=O)c2ccccc2)C1COC(=O)c1ccccc1
XOPKES,1.3108,COC(=O)C1CC(C(N)=O)C(COC(=O)c2ccccc2)C1COC(=O)c1ccccc1
XOPKIW,1.3153,COC(=O)C1CC(NC(=O)NC2CC(C(=O)OC)C(COC(=O)c3ccccc3)C2COC(=O)c2ccccc2)C(COC(=O)c2ccccc2)C1COC(=O)c1ccccc1
XOPPEZ,1.1327,CN(C)CCN(Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O)Cc1c2ccccc2cc2ccccc12
XOPPUQ,1.3534,Cc1c(C(=O)c2c(C3CC3)nn(C)c2O)oc2ccccc12
XOPTIF,1.2321,CC1(C)CCN(c2ccc(C(=O)c3ccccc3)cc2)C1=O
XOPWEF03,1.4015,O=c1c(NCc2ccccc2)c(NCc2ccccc2)c1=O
XOPYOS,1.4349,CNC(=O)NC=C1C(=O)OC(C)(C)OC1=O
XOPZEJ,1.2629,CC(C)(C)OC(=O)NC1CCC2OC2C1NC(=O)OC(C)(C)C
XOPZOR,1.2395,CCCN1CC(C(C)O)C2(c3ccccc3)C(c3ccccc3)=C(C(=O)OC)C(=O)C12C(=O)OC
XOPZUX,1.2532,C=C1CNC2(c3ccccc3)C(c3ccccc3)=C(C(=O)OC)C(=O)C12C(=O)OC
XOQBEN,1.2804,Oc1ccccc1-c1nc2c(c3c1-c1ccccc1CC3)-c1ccccc1CC2
XOQBIR,1.2514,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)c(O)c1
XOQDEP,1.243,COC(=O)[C@H](N=C(c1ccccc1)c1ccccc1)[C@]1(NC(=O)OC(C)(C)C)C(=O)N(Cc2ccccc2)c2ccccc21
XOQHAM,1.2947,COC(=O)C(C)OC1C(NC(C)=O)C(O)OC(COC(C)=O)C1OC(C)=O
XOQHIV,1.4358,COc1ccccc1CNC(=O)c1c(O)nc2ccccn2c1=O
XOQHUG,1.3188,CC12CCC(=O)C(C(=O)N3C(=O)OCC3Cc3ccccc3)=C1CCCC2=O
XOQJAP,1.4052,C=CCn1c(=O)c(-c2c(O)c3ccccc3n(CC=C)c2=O)c(O)c2ccccc21
XOQJIX,1.2921,CCN1C(C#N)=C(C#N)N=C(c2ccccc2)C1O
XOQJOD,1.2461,CCN1C(C#N)=C(C#N)N=C(c2ccccc2)C1OC
XOQKUK,1.1353,CC(=O)C1CC(CC(=O)Nc2ccc(C)cc2)C1(C)C
XOQMIA,1.1491,CC(=O)/C=C(/C)NCCO
XOQMIB,1.2723,O=C1c2ccccc2C2(C(CO)c3ccccc3)OCCCN12
XOQNAT,1.3653,O=C([O-])CC[NH2+]CCO
XOQNIB,1.3515,COC(=O)C1NC(c2ccccc2)C2C(=O)N(C)C(=O)C12
XOQPIC,1.0409,C=CC(=O)N1C2CC3CCC2(C(=O)N1c1ccccc1)C3(C)C
XOQPUO,1.1714,CC1(C)C2CCC13C(=O)N(c1ccccc1)N(C(=O)/C=C/c1ccccc1)C3C2
XOQQAV,1.1857,CC(C)=CC(=O)N1[C@@H]2C[C@H]3CC[C@]2(C(=O)N1c1ccccc1)C3(C)C
XOQQID,1.2378,C/C=C(\C)C(=O)N1C2CC3CCC2(C(=O)N1c1ccccc1)C3(C)C
XOQREA,1.2977,CC1(C)C2CCC13C(=O)N(c1ccccc1)N(C(=O)C1C(c4ccccc4)N1N1C(=O)c4ccccc4C1=O)C3C2
XOQRIE,1.3139,CC1(C)C(C(=O)N2C3CC4CCC3(C(=O)N2c2ccccc2)C4(C)C)N1N1C(=O)c2ccccc2C1=O
XOQVAA,1.2376,COC(=O)C1C(OC(C)=O)CCC2CN3CCC4(OC(C)=O)C(=Nc5ccccc54)C3CC21
XOQVEE,1.2726,COC(=O)C1C(OC(C)=O)CCC2CN3CCC4(C(=O)N(C(C)=O)c5ccccc54)C3CC21
XOQVII,1.2762,CC1CC2CC3C4CCCN(C)CCCC24C2(C1)NC(=O)ON32
XORBIR,1.2352,CC1Cc2cccc3[nH]cc(c23)C2C(=O)C(C)(C)CCC12
XORBOV,1.1884,CC1NC(=O)OC1CCCc1ccccc1
XORGIU,1.2958,C=CC1(OC)C(=O)c2ccccc2C(=O)N1C
XORHIW,1.1761,CC1(C)C=C(C(=O)NO)C(C)(C)[N+]1=O
XORHUK,1.3064,CCOC(=O)C(=Cc1ccccc1[N-][N+]#N)C(=O)OCC
XORJAS,1.2616,CC(=O)c1cc2ccccc2nc1C
XORLIB,1.2516,CN1C(=O)C(O)(C2(O)CCCCC2)c2ccccc21
XORLOH,1.2959,CN1C(=O)C(O)(C2(O)CCCCCC2)c2ccccc21
XORLUN,1.1408,CN1C(=O)C(O)(C2(O)CCC(C(C)(C)C)CC2)c2ccccc21
XORMAU,1.2169,CC(C)(C)C1CCC(O)(C2(O)C(=O)Nc3ccccc32)CC1
XORMEY,1.2569,CCCC(O)C1(O)C(=O)N(C)c2ccccc21
XORMIC,1.335,CN1C(=O)C(O)(C(O)c2ccccc2)c2ccccc21
XORMUN,1.217,CN1c2ccccc2C(C)(C)C12C=Cc1c(c(C(C)(C)C)cc3oc4c(c13)CCCC4)O2
XORNIC,1.3518,COC(=O)C12OC(c3ccccc3)=C3C(=O)C(=O)N(c4ccccc4O)C3(C(=O)N1c1ccccc1)C2C(=O)c1ccccc1
XORNOI,1.3495,CCOC(=O)C1=C(C)NC(=O)C12C(C(=O)c1ccccc1)=C(O)C(=O)N2c1ccccc1O
XORNUO,1.2744,CC1(C)Cc2ccccc2/C(=C/c2nc3ccccc3[nH]c2=O)N1
XORQIG,1.3295,CCOC(=O)c1cn(NCc2ccccc2)c(=O)cc1O
XORQOM,1.2514,CCOC(=O)/C(=C\c1ccccc1)c1nn(Cc2ccccc2)cc1C(=O)OCC
XORQUS,1.2829,CCOC(=O)c1cn(Cc2ccccc2)c(=O)c2cnn(C)c12
XORRAZ,1.2931,O=C(NC1CC1)c1cn(-c2ccccc2)c(=O)c2cnn(Cc3ccccc3)c12
XORXAD04,1.2654,CN(C)c1ccc(/C=C/C(=O)c2ccccc2O)cc1
XORYEK,1.4648,Cn1c2c(c(=O)n(C)c1=O)C(=O)c1cccc3cccc(c13)C(=O)N2
XORYIO,1.4142,O=C1Nc2c(c(=O)[nH]c(=O)n2Cc2ccccc2)C(=O)c2cccc3cccc1c23
XOSCAM,1.3605,N#CC(C#N)=c1ccc(=C(N2CCN(CCO)CC2)N2CCN(CCO)CC2)cc1
XOSCEO,1.2547,CC(=O)N/N=C(/c1ccccc1)c1ccccn1
XOSCIU,1.3059,COC(=O)/C(=C/c1nc2ccccc2oc1=O)NC(C)(C)C
XOSDIS,1.4828,O=C(CC(=O)NC(CO)(CO)CO)NC(CO)(CO)CO
XOSFUI,1.281,N#CC1CC12C(=O)N(Cc1ccccc1)c1ccccc12
XOSGAQ,1.1796,C=CCN(CC=C)c1ccc(C(=O)O)cc1
XOSGIX,1.2809,COc1cc(OC)cc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2Cc2ccncc2)c1
XOSGUH,1.2599,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
XOSHAQ,1.2922,CC/C(=N\NC(=O)c1ccccc1N)c1ccccc1O
XOSJAR,1.156,CC12CCC(C3OC(=O)C(C(O)C4CCCCC4)N=C31)C2(C)C
XOSJOH,1.2605,Cc1ccc2c(c1)c1[nH]c3ccccc3c1c(=O)n2CC(=O)NC(C)(C)C
XOSJUK,1.6627,Nc1nc(=O)cn[nH]1
XOSKUM,1.3099,COC(=O)C1(OC)CC(N2CCOCC2)C(NC(C)=O)C(C(OC(C)=O)C(COC(C)=O)OC(C)=O)O1
XOSLIB,1.2855,CCCC1(C(=O)OC)c2ccccc2CC2C(=O)N(C)C(=O)C21
XOSLUN,1.3021,Cc1cn(CC2CC(C#N)C(c3ccccc3)N2C)c(=O)[nH]c1=O
XOSMAU,1.3715,Cn1c(=O)c(C(=O)O)c(O)c2cc(Cc3ccccc3)ccc21
XOSNIE,1.2614,O=C(/C=C/c1cn(Cc2ccccc2)c2ccccc12)c1ccc2ccccc2c1
XOSQEC,1.3019,O=c1nc(-c2ccccc2)cc(-c2ccccc2)[nH]1
XOSQON,1.4085,COC(=O)CN(CC(=O)OC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1
XOSSOQ,1.4346,COc1cc(O)cc2c1CN1c3ccccc3C(=O)NC1(C)C2
XOSWEH,1.167,COc1ccc(C(C)N(Cc2ccccc2)C(CC(=O)OC(C)(C)C)c2ccncc2)cc1
XOSZAI,1.2949,COC(=O)C1NC=C2C=CC=C2C1c1ccc(OC)cc1
XOTBOZ,1.2861,CCOC(=O)c1ccc(-c2c3c(c(OC)c4c2OCO4)C(C2OC(=O)c4c2ccc(OC)c4OC)N(C)CC3)cc1
XOTDIU,1.1562,CC1=C(C)C2(C)C3C(=O)NC(=O)C3C1(C)C2C
XOTDOA,1.2015,CC1=C(C)C2(C)CC1(C)C1C(=O)NC(=O)C12
XOTDUI,1.1475,CCCCCCCCCCCCNC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1
XOTFAN,1.2018,Nc1ccccc1CN1CCOCCOCCN(Cc2ccccc2N)CCOCCOCC1
XOTGAQ,1.1605,Cc1cc2c(c(C(C)(C)C)c1)OC1(C(=O)N(C)C(C)(C)N1C)C(c1ccccc1)C2
XOTGAR,1.171,CC1=CCN(C(=O)c2ccccc2)C1(C(=O)NC(C)(C)C)c1ccccc1
XOTGIY,1.2865,Cc1c(/N=C/c2cccc(/C=N/c3c(C)n(C)n(-c4ccccc4)c3=O)n2)c(=O)n(-c2ccccc2)n1C
XOTGIZ,1.2687,COC(=O)C1=C(C(=O)OC)C2(O)C(c3ccccc3)=C(c3ccccc3)N3C=CC=C1C32C
XOTGOF,1.1968,COC1(C)NC(c2ccccc2)=C(c2ccccc2)C1=O
XOTHUJ,1.1762,CCCCCCC1CC(c2ccc(/N=N/c3ccc(OC)cc3)cc2)OC(=O)O1
XOTJOH,1.3603,CC(=O)OCCN(CCOC(C)=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
XOTJUN,1.3892,N#CCCN(Cc1ccccc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
XOTKOI,1.251,COc1cc(/C(=C/c2ccccc2C(C)=O)c2cccn2C)cc(OC)c1OC
XOTMAX,1.2896,C=CCC(C)(c1ccc2c(c1)OCO2)C1OC(=O)C=C1N1CCCC1
XOTMOL,1.2178,CC(c1ccccc1)C1OC(=O)C=C1N1CCCC1
XOTMUR,1.2419,CC(c1ccccc1OCOCc1ccccc1)C1OC(=O)C=C1N1CCCC1
XOTPAZ,1.3292,Cn1c(CN/C=C2\C(=O)C=Cc3ccccc32)nc2ccccc21
XOTPIH,1.28,CC/C(=N\N1C(=O)c2ccccc2NC1(C)C)c1ccccc1O
XOTPOM,1.2588,CC(C)n1nc(-c2ccc(O)cc2)n[n+](C(C)C)c1=O
XOTPUS,1.2088,COc1ccccc1-c1nn(C(C)C)c(=O)[n+](C(C)C)n1
XOTQAA,1.251,CCCCN/C=C1\C(=O)Nc2ccccc2N=C1c1ccccc1O
XOTQAB,1.2913,Cn1c2ccccc2c2c3c(c4c(c21)C(=O)N(Cc1ccccc1)C4=O)CCCCC3
XOTQEF,1.3187,Cn1c2ccccc2c2c3c(c4c(c21)C(=O)N(c1ccccc1)C4=O)CCCCC3
XOTQIH,1.312,CC1(C2C(C=O)C3C=CC2C2(C)c4ccccc4C(=O)N32)c2ccccc2C(=O)N1C=O
XOTQIJ,1.2063,CN1c2ccccc2C2=C(c3ccccc3)C3C4C(=O)N(c5ccccc5)C(=O)C4C21C1C(=O)N(c2ccccc2)C(=O)C31
XOTQON,1.3752,CC1(C2C(C=O)C3C4OC4C2C2(C)c4ccccc4C(=O)N32)c2ccccc2C(=O)N1C=O
XOTQOP,1.2569,CN1c2ccccc2C2=C(c3ccc([N+](=O)[O-])cc3)C3C4C(=O)N(c5ccccc5)C(=O)C4C21C1C(=O)N(c2ccccc2)C(=O)C31
XOTQUV,1.3004,Cn1c2c(c3ccccc31)C1CCCC1C1C(=O)N(c3ccccc3)C(=O)C21
XOTYOW,1.2418,COc1ccc(C2CC(=O)C(C)C(c3ccc(OC)cc3)N2)cc1
XOTZEO,1.2343,COc1ccc(CC2C(=O)N(c3ccc(C)cc3)C3=CC=CC=CC32)cc1
XOVBUH,1.1878,CC1(C)OC2C3=NOCC3C(O)C2O1
XOVCES,1.3998,CC1(C)OC2C(O)CC3CON=C3C2(CO)O1
XOVGOG,1.1807,CCCCCC1c2cc(c(OCC(=O)NCC/N=C/c3ccccc3O)cc2OC)C(CCCCC)c2cc(c(OCC(=O)NCC/N=C/c3ccccc3O)cc2OC)C(CCCCC)c2cc(c(OCC(=O)NCC/N=C/c3ccccc3O)cc2OC)C(CCCCC)c2cc1c(OCC(=O)NCC/N=C/c1ccccc1O)cc2OC
XOVJIE,1.0298,CC(C)(C)c1cc(/C(=C/c2ccccc2)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc(C(C)(C)C)c1O
XOVKEY,1.1382,COC(=O)C(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)OC(C)(C)C
XOVXIR,1.2775,CC1NC(C)C(=O)NCCNCCNC1=O
XOWDIY,1.2345,COc1cc(C#Cc2ccc(-c3nnc(-c4ccc(C#Cc5cc(OC)c(OC)c(OC)c5)cc4)n3-c3ccccc3)cc2)cc(OC)c1OC
XOWGUO,1.3695,CC1OC(n2ccc(N)nc2=O)CCC1O
XOWHAV,1.2509,CC1OC(n2ccc(NC(=O)CC(C)(C)O)nc2=O)CCC1O
XOWLED,1.2213,COC(=O)C1(C)CC(C)N2C(c3ccccc3)CC(=O)N21
XOWMAY,1.3672,O=C(C[N-]/C=C1/C=CC=C[N+]1=O)c1ccccc1
XOWNEE,1.4374,CON1C(=O)Cc2ccccc2C1=O
XOWVEN01,1.2989,Cc1cc(N2COOC3(CC(C)CCC3C(C)C)OOC2)no1
XOWYEQ,1.1711,CC(C)=CCN(NC(=O)c1ccccc1)c1ccccc1
XOXJAV,1.4098,COC(=O)C12C(OC)=NC3C4C1C1C2N=C(OC)C3(C(=O)OC)C14
XOXQEG,1.3402,CN(C)C(=O)NN(Cn1ccc(=O)n(Cc2ccccc2)c1=O)C(=O)N(C)C
XOXTIN,1.0492,C=C(C)C1CC=C(C)/C(=C/CC(C)C(=O)NC(C)c2ccccc2)C1
XOXTUZ,1.2625,CC1C(=O)N(C)C(Cc2ccccc2)c2nc3ccccc3c(=O)n21
XOXZIT02,1.299,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc2c(c1)OCO2
XOXZUF,1.1884,CC1(C)C2CCC1(C)C1OC(=O)CN=C21
XOYCAP,1.3168,Cc1cc(=O)n2c(n1)OC(COc1ccccc1C)C2
XOYDEU,1.081,CN1CCCN(C)/C(=N/CC(C)(C)C)CC1=O
XOYDIY,1.0949,CN1CCCCN(C)/C(=N/CC(C)(C)C)CC1=O
XOYGAT,1.4018,CC1(C)OC2COC3(CN(C(=O)Oc4ccccc4)C(=O)O3)C(=O)C2O1
XOYKUT,1.2537,CCCCCCN1C(=O)c2cccc3cccc(c23)C1=O
XOYNOQ,1.349,O=[N+]([O-])c1ccccc1/C=C/C1Nc2ccccc2-c2nc3ccccc3n21
XOYXAL,1.2868,CCC1C(=O)CC(c2ccc(OC)cc2)N(N=O)C1c1ccc(OC)cc1
XOYYOA,1.4261,Cc1c2ccc([N+](=O)[O-])cc2nn1C
XOZBUK01,1.4465,O=[N+]([O-])/C=C/c1ccco1
XOZDIZ,1.2184,CC1COC2(CCC(O)CC2)N1C(=O)c1ccccc1
XOZDOF,1.1192,CC1CCCC2(C1)OCC(C)N2C(=O)c1ccccc1
XOZFAT,1.2212,CC1COC2(CCCC(OC(=O)Nc3ccccc3)CC2)N1C(=O)c1ccccc1
XOZFEX,1.1531,CC(CO)CC1(C)OCC(C)N1C(=O)c1ccccc1
XOZFIC,1.3115,COc1ccc(NC(=O)Oc2ccccc2)cc1
XOZGUP,1.5229,NC(=O)CCn1ccnc1-c1nccn1CCC(N)=O
XOZHAW,1.3631,COCCOc1ccccc1-c1nnc(-c2ccccc2OCCOC)o1
XOZJEC,1.3043,COc1cccc(/C=N/c2cccc(C#N)c2)c1O
XOZJUS,1.2147,CCCCc1ccc(/N=C/c2cccc(O)c2O)cc1
XOZKED,1.3799,Cc1nc2ccccc2n(CCN2CCOC2=O)c1=O
XOZLII,1.3843,N#Cc1ccc(N/N=C2\C(=O)C=Cc3ccccc32)cc1
XOZLOP,1.2002,CC(NC(=O)CCCO)C(O)c1ccccc1
XOZLUV,1.1949,CC(NC(=O)CCCO)C(O)c1ccccc1
XOZMAC,1.2155,O=C(CCC(O)c1ccccc1)NCCO
XOZMEG,1.1525,CC(NC(=O)CCC(O)c1ccccc1)C(O)c1ccccc1
XOZMIK,1.2036,CC(NC(=O)CCC(O)c1ccccc1)C(O)c1ccccc1
XOZMOQ,1.2296,CC1=NN(c2ccc(C)cc2)C(=O)/C1=C\Nc1ccc(C)cc1C
XOZNUX,1.2859,COc1ccc(/N=N/c2c(-c3ccccc3)n(C)c3ccccc23)cc1
XOZPEJ,1.2326,CC(CCO)C(=O)NC(C)C(O)c1ccccc1
XOZQUB,1.381,CN1c2ccccc2C(=O)N2CCC3(OC21)C(=O)Nc1ccccc13
XOZRAI,1.2834,COc1ccc(/C=C/C(=O)c2ccccc2N)cc1OC
XOZREM,1.8027,NC1=[NH+]N=C(c2nonc2N[N+](=O)[O-])/[N+]1=N\[N+](=O)[O-]
XOZTIS,1.2883,CC(=O)/C=N/Nc1c(C)n(C)n(-c2ccccc2)c1=O
XOZWEQ,1.2258,CC(NC(=O)OC(C)(C)C)C(=O)NCC1OC2OC(C)(C)OC2C1O
XOZXES,1.2504,O=Cc1ccc(-c2c(-c3ccccc3)[nH]c3ccccc23)cc1
XOZZAP,1.3333,O=[N+]([O-])c1ccc(CO/N=C/c2ccccn2)cc1
XPSPHY,1.2706,CC1NC(=O)C2(C(=O)N(C)C(=O)N2C)N(C)C1C
XUBCEC,1.1922,COc1ccc(N2C(=O)C(O)C2C(C)(C)C)cc1
XUBCIG,1.1999,COc1ccc(N2C(=O)C(O)C2C(C)(C)C)cc1
XUBDUV,1.2402,COc1cccc(/C=N/CCCC/N=C/c2cccc(OC)n2)n1
XUBKAJ,1.3695,O=[N+]([O-])c1ccc2c(c1)CCCN2
XUBMOY,1.2441,O=C1C=C(c2ccccc2)C2(c3ccccc3)C1C(c1ccccc1)=NN2c1ccccc1
XUBRAO,1.2672,Cc1ccc(/C=N/OCCO/N=C/c2ccc(C)cc2)cc1
XUBRES,1.4428,CC(=O)Nc1ccc(OC(C)=O)c([N+](=O)[O-])c1
XUBRUI,1.2236,CCn1c2ccc(C(C)=O)cc2c2cc(C(=O)c3ccccc3C)ccc21
XUBTOE,1.46,O=C1c2cccc3cccc(c23)C(=O)N1CCO
XUBYUQ,1.2793,O=C(C=c1[nH]c2cccc3cccc([nH]1)c32)c1ccccc1
XUBZID,1.552,CNC(=O)C1([N-][N+]#N)OC(CO)C(O)C1O
XUBZIF,1.2172,COc1cccc(/C=N/C2CCCCC2/N=C/c2cccc(OC)n2)n1
XUCDIL,1.3414,N#Cc1ccc(N2C(=O)C(c3ccccc3)=C(c3ccccc3)C2=O)cc1
XUCDUU,1.1502,CCC(C)(NC(=O)C(C)(NC(=O)C(C)(Cc1ccccc1)NC(=O)C(C)(NC(=O)OCc1ccccc1)C(C)C)C(C)C)C(=O)NC
XUCGEK,1.2236,CC(C)(C)OC(=O)NOC1(C)C=CC(=O)O1
XUCJEM,1.483,Cn1cnc([N+](=O)[O-])c1
XUCJEN,1.3417,CC1(O)OC(=O)C=C1NC(=O)OCc1ccccc1
XUCSOD,1.3825,CC(=O)OC1C(Oc2ccccc2)OC([N+](=O)[O-])C(OC(C)=O)C1OC(C)=O
XUCVEZ,1.3386,O=[N+]([O-])C1C(c2ccccc2)c2ccccc2C12COc1ccccc1N2
XUCVID,1.2884,Cc1ccc(C2c3ccccc3C3(COc4ccccc4N3)C2[N+](=O)[O-])cc1
XUDDIM,1.3033,O=C(c1c2ccccc2cc2ccccc12)N1OC(O)CC1c1ccccc1
XUDFOU,1.2232,C=C(CC1(c2ccccc2)Nc2ccccc2C1=O)c1ccccc1
XUDHOW,1.254,COC(=O)c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)cc1
XUDHUC,1.1817,COC(=O)c1ccc(NC(=O)C(CCc2ccccc2)NC(=O)OC(C)(C)C)cc1
XUDLIU,1.2258,CC(C)(C)c1[nH]c2ccccc2c1C(O)C(=O)c1ccccc1
XUDLOA01,1.1863,CCCCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCCCCCC)C3=O
XUDLUG,1.1776,CCCCCCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O
XUDMAM,1.3444,[NH2+]=C1/C(=N\O)C(c2ccccc2)=NN1c1ccccc1
XUDREV,1.1631,CC(=N\O)/C(C)=N/N=C/c1c(O)ccc2ccccc12
XUDSAS,0.9795,O=[N+]([O-])c1ccc(-c2nc3c4nc(-c5ccc([N+](=O)[O-])cc5)c(-c5ccc([N+](=O)[O-])cc5)nc4c4nc(-c5ccc([N+](=O)[O-])cc5)c(-c5ccc([N+](=O)[O-])cc5)nc4c3nc2-c2ccc([N+](=O)[O-])cc2)cc1
XUDVOH04,1.0381,CC([NH3+])C(=O)NC(C(=O)[O-])C(C)C
XUDWIC,1.1429,NC(=O)C1CCCCCCC1O
XUFBAC,1.2909,CN(C(=O)c1ccccc1)c1cccc2ccc(-c3nc4ccccc4n3C)nc12
XUFBIM,1.2744,CC1(O)CC2CCC3C(C)(COC(=O)c4ccc([N+](=O)[O-])cc4)CCCC3(C)C23CCC1C3
XUFGUC,1.2891,COc1ccc(/C(=N/NC(=O)Nc2ccccc2)c2ccccc2)c(O)c1
XUFNUJ,1.2882,CCOC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O
XUFQEX,1.3402,CCOC(=O)c1cc(NCc2cccc(CNc3cc(C(=O)OCC)cc(C(=O)OCC)c3)n2)cc(C(=O)OCC)c1
XUFZAB,1.246,OC1Cc2ccccc2C1/N=C/c1ccc[nH]1
XUFZIH,1.282,CC(=O)NC1(C)CCC2(C)C(C)CCC3(CCC(=O)C32)C(=O)C1=O
XUGCIO,1.2753,CC1(C)c2c(-c3ccc(C=O)cc3)ccc(-c3ccc(C=O)cc3)c2C(C)(C)[N+]1=O
XUGCUA,1.2542,CC1CCn2c(cc(=O)c3ccccc32)C1
XUGKEP,1.4799,OCC1OC(n2ncc3cncnc32)CC1O
XUGKIT,1.5126,OCC1OC(n2cc3cncnc3n2)CC1O
XUGKOB,1.1446,CC1(C#N)CC2C(C/C1=N\O)C2(C)C
XUGKUH,1.1041,C=C(C)C1CCC(C)(C#N)/C(=N/O)C1
XUGLAO,1.1533,CC1(C#N)/C(=N/O)CC2CC1C2(C)C
XUGNIW,1.4051,COc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
XUGSAT,1.3112,O=C1CN2C(=O)c3ccccc3C2(O)CCCCCN1
XUGTAV,1.2229,COc1cc(C)c(/C=N/CCCC/N=C/c2c(C)cc(OC)c(OC)c2OC)c(OC)c1OC
XUGVAX,1.1812,CCC(CCn1cncn1)c1ccc(OC)cc1
XUGWEC,1.2049,COc1cc(C)c(/C=N/CC/N=C/c2c(C)cc(OC)c(OC)c2OC)c(OC)c1OC
